Artist ,Event Title,Event Date,Year,Country ,City,Genre(s),Notes/Highlights
thegreybox,Boxout Wednesdays 036,22nd Nov ,2017,India ,New Delhi,"Drum and Bass, Jungle, Halftime, Breaks",
The Whooligan ,Boxout Wednesdays 037,29th Nov,2017,USA,New York,"Dub Techno, Minimal, Ambient, Experimental",
DJ MoCity,Boxout Wednesdays 037,29th Nov,2017,India ,New Delhi,"Techno, Electro, EBM, Breaks",
She's Drunk,Boxout Wednesdays 038,6th Dec,2017,Germany,Berlin,"R&B, Hip-Hop, Future Beats, Trap",
Profound ,Boxout Wednesdays 038,6th Dec,2017,India ,New Delhi,"Drum and Bass, Jungle, Halftime, Breaks",
Essarai ,Boxout Wednesdays 039,13th Dec,2017,UAE,Dubai,"Footwork, Drum and Bass, Hip-Hop, Turntablism",
Maximum Haze,Boxout Wednesdays 039,13th Dec,2017,UK,London,"Hip-Hop, Turntablism, Trap, Bass",
Will Davenport,Boxout Wednesdays 039,13th Dec,2017,UK,London,"Electronica, Downtempo, Leftfield Bass, Ambient",
Boxout Soundsystem,Boxout Wednesdays 040,20th Dec,2017,India ,New Delhi,"Techno, House, Minimal, Electro",
DJ Prozac,Boxout Wednesdays 041,27th Dec,2017,USA,New York,"Future Beats, Hip-Hop, Leftfield Bass, UKG",
Kaleekarma,Boxout Wednesdays 041,27th Dec,2017,India ,Goa,"Bass, Grime, Dubstep, Club",
Drum Attic,Boxout Wednesdays 042,3rd Jan,2018,India ,Goa,"Hip-Hop, Future Beats, Trap, R&B",
Mad Professor ,Boxout Wednesdays 043,10th Jan ,2018,UK,London,"Dancehall, Dub, Reggae, Bass",
Johnny Osbourne ,Boxout Wednesdays 044,17th Jan,2018,Jamaica,Kingston,"Hip-Hop, R&B, Afro Electronic, Trap",
Soul Stereo,Boxout Wednesdays 044,17th Jan,2018,,,"Drum and Bass, Jungle, Halftime, Breaks",
Adam Rahman,Boxout Wednesdays 045,24th Jan ,2018,UAE,Dubai,"House, Disco, Nu Disco, Deep House",
Sindhi Curry,Boxout Wednesdays 046,31st Jan,2018,India ,Mumbai,"Dub Techno, Ambient, Experimental, Minimal",
ENG.,Boxout Wednesdays 047,7th Feb ,2018,India ,New Delhi,"Techno, Electro, EBM, Breaks",
Rohan Kale,Boxout Wednesdays 048,14th Feb,2018,India ,New Delhi,"R&B, Hip-Hop, Future Beats, Trap",
Hemant Chotani,Boxout Wednesdays 048,14th Feb,2018,India ,New Delhi,"Drum and Bass, Jungle, Halftime, Breaks",
Nickodemus,Boxout Wednesdays 049,21st Feb,2018,USA,New York,"Footwork, Drum and Bass, Hip-Hop, Turntablism",
Aaron DRM,Boxout Wednesdays 049,21st Feb,2018,USA,"Brooklyn, New York","Hip-Hop, Turntablism, Trap, Bass",
Éclair Fifi ,Boxout Wednesdays 050,28th Feb,2018,Scotland,Edinburgh,"Electronica, Downtempo, Leftfield Bass, Ambient",
Daisho,Boxout Wednesdays 050,28th Feb,2018,India ,Bengaluru,"Techno, House, Minimal, Electro",
Boxout Soundsystem,Boxout Wednesdays 051,7th March,2018,India ,New Delhi,"Future Beats, Hip-Hop, Leftfield Bass, UKG",1 year bday 
Malfnktion,Boxout Wednesdays 052,14th March,2018,Canada,Toronto,"Bass, Hip-Hop, Electronica, Experimental",
UP7T,Boxout Wednesdays 052,14th March,2018,India ,New Delhi,"Grime, Dubstep, UKG, Breaks",
Nightwave,Boxout Wednesdays 053,21st March,2018,Glasgow,Scotland,"Techno, Electro, House, Club",
Spryk,Boxout Wednesdays 053,21st March,2018,India ,Mumbai,"Bass, Electronica, Leftfield, Hip-Hop",
Jose Marquez,Boxout Wednesdays 054,28th March,2018,USA,Los Angeles,"Afro House, Soulful House, Latin, Global Bass",
mistress,Boxout Wednesdays 054,28th March,2018,India ,New Delhi,"House, Disco, Funk, Soul",
Drum Attic,Boxout Wednesdays 055,4th April,2018,India ,Goa,"Drum and Bass, Jungle, Breaks, Halftime",
Abhi Meer,Boxout Wednesdays 055,4th April,2018,India ,Mumbai,"Future Beats, Bass, Hip-Hop, Leftfield",
Boxout Soundsystem,Boxout Wednesdays 056,11th April,2018,India ,New Delhi,"Afro House, Latin, Soulful, Funk",
Nathan Jonson,Boxout Wednesdays 057,18th April,2018,Canada,Victoria,"Disco, Boogie, House, Funk",
Spacejams,Boxout Wednesdays 057,18th April,2018,India ,Mumbai,"House, Disco, Funk, Soul",
IJA,Boxout Wednesdays 058,25th April ,2018,,,"Ambient, Electronica, Downtempo, Experimental",
Babloo Babylon,Boxout Wednesdays 058,25th April ,2018,India ,New Delhi,"Reggae, Dub, Dancehall, Hip-Hop",
Paper Queen ,Boxout Wednesdays 059,2nd May,2018,India ,Mumbai,"R&B, Soul, Pop, Electronica",
thegreybox,Boxout Wednesdays 059,2nd May,2018,India ,New Delhi,"UK Garage, Breaks, Bass, Dubstep",
Stalvart John ,Boxout Wednesdays 060,9th May,2018,India ,Bengaluru,"House, Disco, Funk, Deep House",
D80,Boxout Wednesdays 060,9th May,2018,India ,New Delhi,"Hip-Hop, Trap, Club, Bass",
Stain ,Boxout Wednesdays 061,16th May ,2018,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Npstr,Boxout Wednesdays 061,16th May ,2018,India ,New Delhi,"House, Funk, Disco, Soul",
DJ MoCity,Boxout Wednesdays 061,16th May ,2018,India ,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
MC Soopy,Boxout Wednesdays 061,16th May ,2018,India ,New Delhi,"Grime, Hip-Hop, Dancehall, Dub",
EZ Riser,Boxout Wednesdays 061,16th May ,2018,India ,Mumbai,"Bass, Footwork, Jungle, Breaks",
Madam X,Boxout Wednesdays 061,16th May ,2018,UK,Manchester,"Grime, UK Bass, Techno, Club",
 Nathan Fake,Boxout Wednesdays 062,23rd May,2018,UK,Norfolk,"Techno, Electronica, IDM, Ambient",
Flava D ,Boxout Wednesdays 063,30th May,2018,UK,London,"UK Garage, Bassline, Grime, Bass",
N*hilate,Boxout Wednesdays 063,30th May,2018,India ,New Delhi,"Dubstep, Grime, Bass, UK Garage",
Delhi Sultanate,Boxout Wednesdays 064,6th June,2018,India ,New Delhi ,"Reggae, Dancehall, Dub, Roots",
Flux Vortex,Boxout Wednesdays 064,6th June,2018,India ,New Delhi,"Drum and Bass, Jungle, Breaks, Halftime",
Noah Slee,Boxout Wednesdays 065,13th June,2018,New Zealand,Auckland,"Soul, R&B, Electronica, Funk",
Jordan Johnson,Boxout Wednesdays 065,13th June,2018,,,"House, Disco, Funk, Soul",
Dualist Inquiry ,Boxout Wednesdays 066,20th June,2018,India ,Goa,"Indie Electronica, House, Electronica, Pop",
Trafficc,Boxout Wednesdays 066,20th June,2018,India ,New Delhi,"Club, Techno, Bass, Global",
Nina Las Vegas,Boxout Wednesdays 067,27th June,2018,Australia,South Wales,"Club, Jersey Club, Baile Funk, Bass",
MadStarBase,Boxout Wednesdays 067,27th June,2018,India ,New Delhi,"Hip-Hop, Dancehall, Reggae, Bass",
Aeon Waves ,Boxout Wednesdays 068,4th July,2018,India ,Ahmedabad,"Electronica, Ambient, Downtempo, Beats",
Rohan Kale,Boxout Wednesdays 068,4th July,2018,India ,New Delhi,"Hip-Hop, Soul, R&B, Funk",
Ox7gen,Boxout Wednesdays 068,4th July,2018,India ,Mumbai,"Drum and Bass, Jungle, Liquid, Breaks",
Girls Night Out ,Boxout Wednesdays 068,4th July,2018,India ,New Delhi,"Pop, Club, House, Disco",
Quark!,Boxout Wednesdays 068,4th July,2018,,,"Techno, Electro, EBM, Breaks",
FILM,Boxout Wednesdays 069,11th July,2018,India ,New Delhi,"Electronica, Ambient, Downtempo, Experimental",
Bhish,Boxout Wednesdays 069,11th July,2018,India ,New Delhi,"House, Techno, Electronica, Club",
NPSTR,Boxout Wednesdays 069,11th July,2018,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Stain ,Boxout Wednesdays 069,11th July,2018,India ,New Delhi,"Hip-Hop, Rap, Bass, Trap",
Prabh Deep,Boxout Wednesdays 070,18th July,2018,India ,New Delhi ,"Hip-Hop, Rap, Trap, Drill",
Seedhe Maut,Boxout Wednesdays 070,18th July,2018,India ,New Delhi ,"Techno, House, Electro, Minimal",
Sodhi,Boxout Wednesdays 070,18th July,2018,India ,New Delhi ,"Electronica, Ambient, Downtempo, Breaks",
MIREDO,Boxout Wednesdays 070,18th July,2018,India ,New Delhi,"Drum and Bass, Jungle, Bass, Halftime",
Danny Scrilla,Boxout Wednesdays 071,25th July ,2018,,,"Hip-Hop, Trap, R&B, Bass",
A/K/A Sounds,Boxout Wednesdays 071,25th July ,2018,,,"Drum and Bass, Jungle, Halftime, Neurofunk",
MC Soopy,Boxout Wednesdays 071,25th July ,2018,India ,New Delhi,"Techno, House, Electro, Breaks",
Nishant gill,Boxout Wednesdays 071,25th July ,2018,India ,New Delhi,"Dub Techno, Ambient, Experimental, Electronica",
Drum Attic,Boxout Wednesdays 072,1st Aug ,2018,India ,Goa,"Bass, Footwork, Jungle, Breaks",
Mister.K,Boxout Wednesdays 072,1st Aug ,2018,,,"Hip-Hop, Turntablism, Funk, Bass",
DNKLE,Boxout Wednesdays 072,1st Aug ,2018,,,"Drum and Bass, Jungle, Breaks, Halftime",
Tanzen,Boxout Wednesdays 072,1st Aug ,2018,India ,New Delhi,"Techno, Electro, Minimal, Club",
Stain ,Boxout Wednesdays 072,1st Aug ,2018,India ,New Delhi,"Techno, House, Progressive, Deep House",
Yidam,Boxout Wednesdays 073,8th Aug ,2018,India ,Kolkata,"Bass, Experimental, Club, Leftfield",
Flexi K,Boxout Wednesdays 073,8th Aug ,2018,,,"House, Disco, Funk, Soul",
Jamblu ,Boxout Wednesdays 073,8th Aug ,2018,India ,Mumbai,"Techno, House, Electro, Minimal",
MC Soopy,Boxout Wednesdays 073,8th Aug ,2018,India ,New Delhi,"Electronica, Experimental, Jazz, Ambient",
MIREDO,Boxout Wednesdays 073,8th Aug ,2018,India ,New Delhi,"Drum and Bass, Jungle, Halftime, Neurofunk",
Abhi Meer,Boxout Wednesdays 074,22nd Aug,2018,India ,Mumbai,"Downtempo, Ambient, Electronica, Experimental",
Girls Night Out ,Boxout Wednesdays 074,22nd Aug,2018,India ,New Delhi,"Soul, R&B, Jazz, Pop",
Nishant gill,Boxout Wednesdays 074,22nd Aug,2018,India ,New Delhi,"Electronica, Downtempo, Leftfield, Beats",
Sodhi,Boxout Wednesdays 074,22nd Aug,2018,India ,New Delhi,"House, Disco, Funk, Soul",
AGENT,Boxout Wednesdays 075,29th Aug,2018,India ,Goa,"House, Disco, Funk, Soul",
moniker,Boxout Wednesdays 075,29th Aug,2018,India ,New Delhi,"Deep House, Jazz, Funk, Soul",
Vridian ,Boxout Wednesdays 075,29th Aug,2018,India ,New Delhi,"Electronica, Indie Dance, Experimental, House",
Ezzyland,Boxout Wednesdays 076,5th Sep,2018,India ,,"Hip-Hop, Rap, Dancehall, Grime",
GMB,Boxout Wednesdays 076,5th Sep,2018,QATAR,Doha,"Dubstep, Bass, Grime, Club",
Tanzen,Boxout Wednesdays 076,5th Sep,2018,India ,New Delhi,"Hip-Hop, R&B, Soul, Pop",
Hiranya,Boxout Wednesdays 076,5th Sep,2018,India ,New Delhi,"Pop, R&B, Soul, Electronica",
Shireen,Boxout Wednesdays 076,5th Sep,2018,India ,New Delhi,"Jazz, Soul, Funk, R&B",
DY,Boxout Wednesdays 076,5th Sep,2018,,,"Hip-Hop, Experimental, Club, Bass",
Daisuke Tanabe ,Boxout Wednesdays 077,12th Sep,2018,,,"Electronica, Ambient, Downtempo, Experimental",
CEE,Boxout Wednesdays 077,12th Sep,2018,,,"House, Techno, Deep House, Progressive",
Vijeyata ,Boxout Wednesdays 077,12th Sep,2018,India ,Goa,"Pop, Club, Disco, Funk",
Pia Collada,Boxout Wednesdays 077,12th Sep,2018,India ,Goa,"Electronica, Ambient, Experimental, Downtempo",
Lush Lata,Boxout Wednesdays 077,12th Sep,2018,India ,New Delhi,"Jazz, Soul, Funk, Electronica",
Pablo Valentino ,Boxout Wednesdays 078,19th Sep ,2018,,,"House, Disco, Funk, Soul",
Rohan Kale,Boxout Wednesdays 078,19th Sep ,2018,India ,New Delhi,"Electronica, House, Indie Dance, Techno",
Priyam ,Boxout Wednesdays 078,19th Sep ,2018,India ,New Delhi,"Pop, Club, R&B, Electronica",
Kavtinaa,Boxout Wednesdays 078,19th Sep ,2018,India ,,"Electronica, Downtempo, Leftfield, Beats",
E,Boxout Wednesdays 078,19th Sep ,2018,India ,,"Soul, Jazz, Funk, R&B",
Flowdan ,Boxout Wednesdays 079,26th Sep,2018,UK,London,"Techno, Electro, Breaks, House",
Sub-Z,Boxout Wednesdays 079,26th Sep,2018,India ,New Delhi,"Ambient, Downtempo, Experimental, Electronica",
Febbymomma,Boxout Wednesdays 079,26th Sep,2018,India ,,"R&B, Soul, Hip-Hop, Pop",
Zen Zenan,Boxout Wednesdays 079,26th Sep,2018,,,"Electronica, Experimental, Downtempo, Ambient",
Oindrilla,Boxout Wednesdays 079,26th Sep,2018,,,"Soul, Jazz, Pop, Indie",
Tansane,Boxout Wednesdays 080,3rd Oct,2018,,,"Jazz, Soul, Electronica, Ambient",
Nigel,Boxout Wednesdays 080,3rd Oct,2018,,,"House, Disco, Funk, Soul",
MC Soopy,Boxout Wednesdays 080,3rd Oct,2018,India ,New Delhi,"Grime, Hip-Hop, Dancehall, Dub",
Fadescha,Boxout Wednesdays 080,3rd Oct,2018,India ,,"Experimental, Electronic, Ambient, Avant-Garde",
Hiranya,Boxout Wednesdays 080,3rd Oct,2018,India ,New Delhi,"Downtempo, Ambient, Electronica, Experimental",
DY,Boxout Wednesdays 080,3rd Oct,2018,,,"Electronica, Downtempo, Chillout, Ambient",
Maghreban,Boxout Wednesdays 081,10th Oct,2018,,,"House, Techno, Experimental, Bass",
Girls Night Out ,Boxout Wednesdays 081,10th Oct,2018,India ,New Delhi,"Pop, Club, House, Disco",
Priyam ,Boxout Wednesdays 081,10th Oct,2018,India ,New Delhi,"R&B, Soul, Pop, Electronica",
Lush Lata,Boxout Wednesdays 081,10th Oct,2018,India ,New Delhi,"House, Disco, Funk, Soul",
Pia Collada,Boxout Wednesdays 081,10th Oct,2018,India ,Goa,"Pop, Club, Disco, Funk",
dreamstates,Boxout Wednesdays 082,17th Oct,2018,India ,Mumbai,"Electronica, Downtempo, Leftfield, Beats",
Zokhuma,Boxout Wednesdays 082,17th Oct,2018,India ,Mumbai,"House, Indie Dance, Electronica, Techno",
DJ Sapphic,Boxout Wednesdays 082,17th Oct,2018,,,"Club, R&B, House, Disco",
Shireen,Boxout Wednesdays 082,17th Oct,2018,UK,London,"Electronica, Downtempo, Ambient, Experimental",
Vijeyata,Boxout Wednesdays 082,17th Oct,2018,India ,Goa,"Pop, R&B, Soul, Jazz",
Bryron The Aqarius ,Boxout Wednesdays 083,24th Oct,2018,,,"Soul, R&B, Jazz, Funk",
Midland Sparks,Boxout Wednesdays 083,24th Oct,2018,,,"Techno, Electro, Breaks, House",
Rodali ,Boxout Wednesdays 083,24th Oct,2018,India ,New Delhi,"Techno, House, Electro, Minimal",
Kavtinaa ,Boxout Wednesdays 083,24th Oct,2018,,,"Electronica, Indie Dance, Experimental, Downtempo",
Zequenx,Boxout Wednesdays 083,24th Oct,2018,India ,Goa,"House, Deep House, Electronica, Afro House",
Chands,Boxout Wednesdays 084,31st Oct,2018,,,"Techno, Electro, Experimental, Bass",
Febbymomma,Boxout Wednesdays 084,31st Oct,2018,India ,,"R&B, Soul, Hip-Hop, Pop",
Oindrilla,Boxout Wednesdays 084,31st Oct,2018,,,"Soul, Jazz, Pop, Indie",
Ah! Kosmos,Boxout Wednesdays 085,14th Nov,2018,,,"Experimental, Ambient, Electronica, Avant-Garde",
Fopchu,Boxout Wednesdays 085,14th Nov,2018,India ,,"Funk, Electronica, Indie, Jazz",
Vijeyata,Boxout Wednesdays 085,14th Nov,2018,India ,Goa,"Pop, R&B, Soul, Electronica",
Lush Lata,Boxout Wednesdays 085,14th Nov,2018,India ,New Delhi,"House, Disco, Funk, Soul",
Priyam ,Boxout Wednesdays 085,14th Nov,2018,UK,New Delhi,"R&B, Soul, Pop, Electronica",
Joh1st,Boxout Wednesdays 086,21st Nov,2018,,,"Turntablism, Hip-Hop, Bass, Beats",
Tanzen,Boxout Wednesdays 086,21st Nov,2018,India ,New Delhi,"Techno, Electro, Minimal, Club",
Sodhi,Boxout Wednesdays 086,21st Nov,2018,India ,New Delhi,"Techno, House, Electro, Minimal",
Pia Collada,Boxout Wednesdays 086,21st Nov,2018,India ,Goa,"Pop, Club, Disco, Funk",
Kavtinaa,Boxout Wednesdays 086,21st Nov,2018,India ,,"House, Deep House, Electronica, Afro House",
E,Boxout Wednesdays 086,21st Nov,2018,,,"Electronic, Ambient, Experimental, IDM",
Daedeulus,Boxout Wednesdays 087,28th Nov,2018,,,"Experimental, Downtempo, Electronica, Ambient",
Phon_o,Boxout Wednesdays 087,28th Nov,2018,,,"Electronica, Ambient, Downtempo, Experimental",
Lacuna,Boxout Wednesdays 087,28th Nov,2018,India ,Chandigarh,"House, Disco, Funk, Soul",
Zequenx,Boxout Wednesdays 087,28th Nov,2018,India ,Goa,"Techno, House, Electro, Minimal",
Fadescha,Boxout Wednesdays 087,28th Nov,2018,India ,,"Techno, Electro, Breaks, House",
Shireen,Boxout Wednesdays 087,28th Nov,2018,UK,London,"Pop, Club, Disco, Funk",
Nathan Jonson,Boxout Wednesdays 088,5th Dec,2018,Canada,Victoria,"R&B, Soul, Pop, Electronica",
Fourmi Rouz,Boxout Wednesdays 088,5th Dec,2018,,,"Electronica, Downtempo, Chillout, Beats",
Girls Night Out ,Boxout Wednesdays 088,5th Dec,2018,India ,New Delhi,"Hip-Hop, Reggae, Dub, Dancehall",
Oindrilla,Boxout Wednesdays 088,5th Dec,2018,,,"Soul, Jazz, Pop, Indie",
Priyam ,Boxout Wednesdays 088,5th Dec,2018,India,New Delhi,"R&B, Soul, Pop, Electronica",
DY,Boxout Wednesdays 088,5th Dec,2018,,,"Electronica, Downtempo, Chillout, Beats",
The 264 Cru,Boxout Wednesdays 089,12th Dec,2018,UAE,Dubai,"Hip-Hop, Reggae, Dub, Dancehall",
Short Human,Boxout Wednesdays 089,12th Dec,2018,India ,Guwahati,"Electronica, Ambient, Experimental, Downtempo",
Vijeyata,Boxout Wednesdays 089,12th Dec,2018,India ,Goa,"Pop, R&B, Soul, Jazz",
Shireen,Boxout Wednesdays 089,12th Dec,2018,UK,London,"Electronica, Downtempo, Ambient, Experimental",
DJRUM,Boxout Wednesdays 090,19th Dec,2018,,,"Drum and Bass, Jungle, Ambient, Techno",
Manaalina,Boxout Wednesdays 090,19th Dec,2018,,,"Ambient, Electronica, Experimental, Downtempo",
Ose,Boxout Wednesdays 090,19th Dec,2018,,,"R&B, Soul, Jazz, Electronica",
Fadescha,Boxout Wednesdays 090,19th Dec,2018,India ,,"Experimental, Electronic, Ambient, Avant-Garde",
Lush Lata,Boxout Wednesdays 090,19th Dec,2018,India ,New Delhi,"House, Disco, Funk, Soul",
Zen Zenan,Boxout Wednesdays 090,19th Dec,2018,,,"Electronica, Experimental, Downtempo, Ambient",
Memba,Boxout Wednesdays 091,26th Dec,2018,,,"Bass, Trap, Club, Electronic",
MadStarBase,Boxout Wednesdays 091,26th Dec,2018,India ,New Delhi,"Hip-Hop, Dancehall, Reggae, Bass",
DJ MoCity,Boxout Wednesdays 091,26th Dec,2018,India ,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
Nash,Boxout Wednesdays 091,26th Dec,2018,India ,New Delhi,"R&B, Soul, Pop, Electronica",
Pia Collada,Boxout Wednesdays 091,26th Dec,2018,India ,Goa,"Pop, Club, Disco, Funk",
Hiranya,Boxout Wednesdays 091,26th Dec,2018,India ,New Delhi,"Downtempo, Ambient, Electronica, Experimental",
Rodali ,Boxout Wednesdays 091,26th Dec,2018,India ,,"Soul, R&B, Jazz, Funk",
Zipporah,Boxout Wednesdays 092,2nd Jan ,2019,,,"Electronica, Downtempo, Chillout, Beats",
Azúcar,Boxout Wednesdays 092,2nd Jan ,2019,,,"Afro House, Latin, Global Bass, Soulful",
Egoless ,Boxout Wednesdays 093,9th Jan,2019,,,"Dub, Reggae, Bass, Experimental",
Stain ,Boxout Wednesdays 093,9th Jan,2019,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Kavtinaa,Boxout Wednesdays 093,9th Jan,2019,,,"House, Deep House, Electronica, Afro House",
E,Boxout Wednesdays 093,9th Jan,2019,,,"Electronica, Ambient, Experimental, Downtempo",
Channel One Sound System,Boxout Wednesdays 094,16th Jan,2019,UK,London,"Dub, Reggae, Roots, Sound System",
Dreadsquad,Boxout Wednesdays 095,23rd Jan,2019,Poland,Łódź,"Reggae, Dub, Dancehall, Roots",
Jimmy Pé,Boxout Wednesdays 095,23rd Jan,2019,Slovakia,Bratislava,"Bass, Trap, Experimental, Club",
Nishant gill,Boxout Wednesdays 096,30th Jan ,2019,India ,New Delhi,"Techno, House, Electro, Minimal",
Trafficc,Boxout Wednesdays 096,30th Jan ,2019,India ,New Delhi,"Reggae, Dancehall, Dub, Roots",
Monophonik ,Boxout Wednesdays 096,30th Jan ,2019,India ,New Delhi,"Electronica, Downtempo, Ambient, Experimental",
Reggae Rajahs ,Boxout Wednesdays 097,6th Feb,2019,India ,New Delhi,"Hip-Hop, Experimental, Spoken Word, Grime",
Mowgli ,Boxout Wednesdays 098,13th Feb ,2019,Australia,Perth,"Pop, R&B, Soul, Electronica",
Shama Anwar,Boxout Wednesdays 098,13th Feb ,2019,UK,London,"Experimental, Electronica, Ambient, IDM",
Vijeyata ,Boxout Wednesdays 098,13th Feb ,2019,India ,Goa,"Ambient, Downtempo, Electronic, Chillout",
Clicks and Errors,Boxout Wednesdays 099,20th Feb,2019,,,"Experimental, Downtempo, Electronica, Ambient",
Diana Lovrin,Boxout Wednesdays 099,20th Feb,2019,,,"Downtempo, Ambient, Jazz, Soul",
Fossik Project ,Boxout Wednesdays 099,20th Feb,2019,,,"Electronica, Experimental, Ambient, Minimal",
Lucid Raaga ,Boxout Wednesdays 099,20th Feb,2019,,,"Jazz, Soul, Funk, R&B",
Viktor Furiani ,Boxout Wednesdays 099,20th Feb,2019,,,"Electronica, Downtempo, Experimental, Beats",
Samvida Nanda ,Boxout Wednesdays 099,20th Feb,2019,,,"R&B, Soul, Pop, Electronica",
Param Virdee,Boxout Wednesdays 099,20th Feb,2019,,,"House, Techno, Electronica, Minimal",
Priyam ,Boxout Wednesdays 099,20th Feb,2019,India,New Delhi,"R&B, Soul, Pop, Electronica",
E,Boxout Wednesdays 099,20th Feb,2019,,,"Electronica, Downtempo, Chillout, Beats",
The Librarian ,Boxout Wednesdays 100,27th Feb ,2019,,,"Bass, Drum and Bass, Jungle, Breaks",
Kavtinaa,Boxout Wednesdays 100,27th Feb ,2019,,,"House, Deep House, Electronica, Afro House",
Crylighter ,Boxout Wednesdays 100,27th Feb ,2019,India ,,"Ambient, Downtempo, Experimental, Electronica",
Shireen,Boxout Wednesdays 100,27th Feb ,2019,UK,London,"Electronica, Downtempo, Leftfield, Beats",
Boxout Soundsystem,Boxout Wednesdays 101,6th March,2019,India ,New Delhi,"Reggae, Dancehall, Dub, Sound System",
Electrikuki,Boxout Wednesdays 101,6th March,2019,,,"Disco, Funk, Soul, House",
Febbymomma,Boxout Wednesdays 101,6th March,2019,India ,,"R&B, Soul, Hip-Hop, Pop",
Perera Elsewhere ,Boxout Wednesdays 102,13th March,2019,,,"Experimental, Ambient, Electronica, Indie",
Rhythm Sister ,Boxout Wednesdays 102,13th March,2019,,,"House, Disco, Funk, Soul",
Kavtinaa ,Boxout Wednesdays 102,13th March,2019,,,"House, Deep House, Electronica, Afro House",
Vijeyata,Boxout Wednesdays 102,13th March,2019,India ,Goa,"Pop, R&B, Soul, Jazz",
Real Dutty Beats ,Boxout Wednesdays 103,20th March,2019,,,"Bass, Dancehall, Reggae, Dub",
Lush Lata,Boxout Wednesdays 103,20th March,2019,India ,New Delhi,"House, Disco, Funk, Soul",
Short Human,Boxout Wednesdays 103,20th March,2019,India ,Guwahati,"Electronica, Ambient, Downtempo, Experimental",
Priyam ,Boxout Wednesdays 103,20th March,2019,,,"R&B, Soul, Pop, Electronica",
Opium Hum ,Boxout Wednesdays 104,27th March,2019,,,"Ambient, Downtempo, Experimental, Electronica",
Cee,Boxout Wednesdays 104,27th March,2019,,,"House, Electronica, Techno, Experimental",
Marco Weibel ,Boxout Wednesdays 104,27th March,2019,,,"Jazz, Soul, Electronica, Experimental",
Al Mat,Boxout Wednesdays 104,27th March,2019,,,"House, Disco, Funk, Soul",
Rodali ,Boxout Wednesdays 104,27th March,2019,India ,,"Downtempo, Ambient, Electronica, Experimental",
Sukh Knight ,Boxout Wednesdays 105,3rd April ,2019,,,"Dubstep, Grime, Bass, UK Garage",
Stain ,Boxout Wednesdays 105,3rd April ,2019,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Kaleekarma ,Boxout Wednesdays 106,10th April,2019,India ,Goa,"House, Electronica, Afro House, Deep House",
Diggy Dang,Boxout Wednesdays 107,17th April ,2019,India ,New Delhi,"Reggae, Dancehall, Dub, Roots",
Starboy Nation ,Boxout Wednesdays 107,17th April ,2019,India ,Pune,"Afrobeats, Hip-Hop, Dancehall, Pop",
Nash,Boxout Wednesdays 107,17th April ,2019,India ,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
Nico Adomako ,Boxout Wednesdays 108,24th April,2019,,,"Hip-Hop, Club, R&B, Bass",
Shama Anwar,Boxout Wednesdays 108,24th April,2019,UK,London,"Hip-Hop, Rap, Experimental, Spoken Word",
Nishant Gill,Boxout Wednesdays 108,24th April,2019,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
Coki ,Boxout Wednesdays 109,1st May ,2019,,,"Dubstep, Bass, Grime, UK Garage",
Stain ,Boxout Wednesdays 109,1st May,2019,India ,New Delhi,"Bass, Dubstep, Breaks, Experimental",
Daisho ,Boxout Wednesdays 110,8th May ,2019,India ,Bengaluru,"Drum and Bass, Jungle, Halftime, Breaks",
MC Soopy,Boxout Wednesdays 110,8th May ,2019,India ,New Delhi,"Grime, Hip-Hop, Dancehall, Dub",
Shama Anwar,Boxout Wednesdays 110,8th May ,2019,,,"Hip-Hop, Rap, Experimental, Spoken Word",
Sez on the beat ,Boxout Wednesdays 111,15th May,2019,India ,,"Hip-Hop, Beats, Trap, Rap",
Uday Kapur,Boxout Wednesdays 111,15th May,2019,India ,New Delhi,"Hip-Hop, Future Beats, Trap, R&B",
Short Human,Boxout Wednesdays 111,15th May,2019,India ,Guwahati,"Electronica, Ambient, Experimental, Downtempo",
Lao,Boxout Wednesdays 112,22nd May,2019,,,"Club, Techno, Bass, Global",
DJ MoCity,Boxout Wednesdays 112,22nd May,2019,India,New Delhi,"Hip-Hop, Beats, Reggae, Soul",
Shama Anwar,Boxout Wednesdays 112,22nd May,2019,UK,London,"Hip-Hop, Rap, Experimental, Spoken Word",
Nick Hook,Boxout Wednesdays 113,29th May ,2019,,,"Hip-Hop, Club, Electronic, Experimental",
MadStarBase,Boxout Wednesdays 113,29th May ,2019,India ,New Delhi,"Hip-Hop, R&B, Dancehall, Bass",
Nishant Gill,Boxout Wednesdays 113,29th May ,2019,India ,New Delhi,"Hip-Hop, Beats, Club, Bass",
Orlando ,Boxout Wednesdays 114,5th June,2019,,,"Electronica, House, Experimental, Ambient",
UP7T,Boxout Wednesdays 114,5th June,2019,,,"Grime, Dubstep, UK Garage, Breaks",
Vijeyata,Boxout Wednesdays 114,5th June,2019,India ,Goa,"House, Disco, Funk, Soul",
